City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,teguise,29.0605,-13.564,22.12,73,20,12.86,ES,1693256073
285,wonju,37.3514,127.9453,23.5,94,100,2.17,KR,1693256073
286,nova vicosa,-17.8919,-39.3719,22.34,86,100,7.74,BR,1693256073
287,rosarito,32.3333,-117.0333,38.47,55,25,5.46,MX,1693255517
288,meeuwen,51.0979,5.5194,15.85,87,100,0.51,BE,1693256073
289,mooloolaba,-26.6833,153.1167,14.47,96,100,0.89,AU,1693256073
290,dien bien phu,21.3833,103.0167,22.95,99,99,0.79,VN,1693256074
291,muragacha,23.5333,88.4,28.87,73,100,1.23,IN,1693256074
292,sao joao da barra,-21.6403,-41.0511,19.05,91,100,6.53,BR,1693256079
293,vilyuchinsk,52.9306,158.4028,11.15,73,44,2.16,RU,1693256079
294,pozo del molle,-32.0186,-62.9198,19.49,23,1,6.15,AR,1693256079
295,chegdomyn,51.1167,133.0167,10.01,92,61,0.6,RU,1693256080
296,palikir - national government center,6.9248,158.1611,27.68,77,100,3.46,FM,1693256080
297,falam,22.9167,93.6833,16.95,98,100,1.39,MM,1693256080
298,gantang,26.92,119.6333,25.07,96,84,0.95,CN,1693256080
299,puerto deseado,-47.7503,-65.8938,8.67,61,1,3.63,AR,1693256080
300,st. john's,47.5649,-52.7093,20.54,76,40,9.77,CA,1693255985
301,tazovsky,67.4667,78.7,8.21,72,26,2.86,RU,1693256080
302,hami,42.8,93.45,29.91,15,93,9.13,CN,1693256081
303,tasova,40.7597,36.3225,19.01,87,100,1.39,TR,1693256081
304,saipan,15.1355,145.701,26.39,94,100,2.06,MP,1693256081
305,kristiansund,63.1115,7.732,12.36,82,75,3.09,NO,1693256081
306,urengoy,65.9667,78.3667,12.09,66,100,3.23,RU,1693256081
307,tinghir,31.5157,-5.5343,30.37,19,74,2.17,MA,1693256081
308,yeniseysk,58.4497,92.1703,16.81,89,100,2.16,RU,1693256081
309,san jose del guaviare,2.5729,-72.6459,28.28,72,59,1.45,CO,1693256082
310,penzance,50.1186,-5.5371,14.87,80,100,4.47,GB,1693256082
311,villa gesell,-37.2639,-56.973,10.59,60,99,5.69,AR,1693256082
312,linqiong,30.4159,103.4609,22.9,82,100,0.31,CN,1693256082
313,tralee,52.2704,-9.7026,13.81,90,82,1.85,IE,1693256082
314,'ain el melh,34.8415,4.1638,21.05,34,0,5.86,DZ,1693256082
315,tidjikja,18.5564,-11.4271,30.95,48,100,5.64,MR,1693256082
316,verneuil-sur-avre,48.7395,0.9273,12.78,85,81,3.87,FR,1693256083
317,sao tome,0.3365,6.7273,25.28,86,60,3.88,ST,1693256083
318,chifeng,42.2683,118.9636,13.81,75,32,2.61,CN,1693256083
319,nadi,-17.8,177.4167,23.0,68,20,3.6,FJ,1693255487
320,masina,-4.3836,15.3914,25.19,69,40,5.14,CD,1693256083
321,masuda,34.6667,131.85,24.24,91,98,2.82,JP,1693256083
322,kalmunai,7.4167,81.8167,26.41,77,100,3.37,LK,1693256084
323,cururupu,-1.8283,-44.8683,26.23,77,1,2.79,BR,1693256084
324,rio preto da eva,-2.6994,-59.6997,38.53,23,37,1.0,BR,1693256084
325,carrigaline,51.8117,-8.3986,13.86,88,75,3.6,IE,1693256084
326,kerikeri,-35.2268,173.9474,7.17,95,6,0.89,NZ,1693256084
327,namdrik,5.5994,168.1028,28.22,71,82,1.03,MH,1693256084
328,ambon,-3.6954,128.1814,27.15,95,99,7.64,ID,1693256084
329,nuuk,64.1835,-51.7216,9.34,87,100,20.06,GL,1693256085
330,flying fish cove,-10.4217,105.6791,23.82,83,75,3.09,CX,1693256085
331,okhotsk,59.3833,143.3,16.67,73,18,2.08,RU,1693256085
332,la paz,-16.5,-68.15,19.99,12,20,2.57,BO,1693256027
333,kailua-kona,19.6406,-155.9956,27.98,69,0,5.14,US,1693256085
334,san antonio de pale,-1.4014,5.6325,24.19,86,47,5.38,GQ,1693256085
335,nanchang,28.6833,115.8833,21.35,92,100,1.79,CN,1693256086
336,saldanha,-33.0117,17.9442,19.03,45,0,6.18,ZA,1693256086
337,macapa,0.0389,-51.0664,32.99,49,20,4.63,BR,1693255872
338,fortuna,40.5982,-124.1573,21.07,73,75,3.09,US,1693256086
339,pestovo,58.5938,35.8024,10.23,70,100,3.11,RU,1693256086
340,namalenga,-10.95,39.1,22.74,68,79,2.47,TZ,1693256086
341,grand haven,43.0631,-86.2284,26.29,55,20,3.6,US,1693256012
342,vinukonda,16.05,79.75,29.46,63,91,1.5,IN,1693256086
343,broken hill,-31.95,141.4333,12.77,56,9,3.67,AU,1693256087
344,paita,-5.0892,-81.1144,22.76,74,0,7.65,PE,1693256087
345,jinghong,21.991,100.7341,22.23,100,83,0.58,CN,1693256087
346,weiser,44.251,-116.9693,34.62,37,0,0.89,US,1693256087
347,arenas de san pedro,40.2104,-5.0869,19.93,39,0,3.32,ES,1693256087
348,revda,56.801,59.9303,8.03,94,100,4.13,RU,1693256087
349,jaltenango de la paz,15.9167,-92.7167,22.94,82,88,1.33,MX,1693256087
350,betio village,1.358,172.9211,27.85,75,98,2.41,KI,1693256087
351,forster,-32.1667,152.5167,11.56,90,14,1.99,AU,1693256088
352,kamaishi,39.2667,141.8833,24.25,92,100,0.58,JP,1693256088
353,purranque,-40.9167,-73.1667,12.63,74,88,0.82,CL,1693256088
354,las tablas,7.7667,-80.2833,29.87,71,85,1.06,PA,1693256088
355,santana,-0.0583,-51.1817,33.1,49,20,4.63,BR,1693256088
356,fengxiang,47.5833,130.8333,14.57,91,100,1.88,CN,1693256088
357,belmonte,-15.8631,-38.8828,23.09,91,99,4.1,BR,1693256089
358,tevriz,57.509,72.4042,12.48,98,100,2.79,RU,1693256089
359,barrouallie,13.2333,-61.2667,28.79,79,40,2.57,VC,1693256089
360,turabah,21.2141,41.6331,31.98,22,99,5.65,SA,1693256089
361,lazaro cardenas,17.9583,-102.2,31.08,67,12,4.05,MX,1693256089
362,aljezur,37.3191,-8.8033,19.64,71,45,7.26,PT,1693256090
363,boyolangu,-8.1181,111.8935,20.89,94,72,0.88,ID,1693256090
364,oodweyne,9.4092,45.064,22.94,64,15,6.32,SO,1693256091
365,glace bay,46.1969,-59.957,22.72,61,40,4.63,CA,1693256091
366,wamba,8.9333,8.6,22.84,93,64,0.62,NG,1693256091
367,vila franca do campo,37.7167,-25.4333,23.23,86,32,3.71,PT,1693256091
368,luderitz,-26.6481,15.1594,23.38,24,0,2.71,NA,1693256091
369,san patricio,28.017,-97.5169,38.82,31,64,3.84,US,1693256092
370,alaghsas,17.0187,8.0168,27.69,49,99,8.98,NE,1693256092
371,marapanim,-0.7175,-47.6997,26.97,76,2,3.75,BR,1693256092
372,filey,54.21,-0.2892,15.44,82,100,0.45,GB,1693256092
373,prado,-17.3411,-39.2208,21.83,92,100,4.42,BR,1693255831
374,axminster,50.7826,-2.9979,15.66,87,84,1.79,GB,1693256092
375,zaragoza,41.6561,-0.8773,21.25,51,0,7.72,ES,1693255919
376,torokszentmiklos,47.1833,20.4167,28.9,44,0,3.09,HU,1693256092
377,akrehamn,59.2667,5.1833,15.0,88,75,3.6,NO,1693256093
378,kolomyia,48.5306,25.0403,21.9,68,65,0.98,UA,1693256093
379,minas,-34.3759,-55.2377,9.62,71,98,3.37,UY,1693255706
380,kanchanaburi,14.6333,99.1,24.45,91,98,2.22,TH,1693256093
381,arraial do cabo,-22.9661,-42.0278,18.92,82,100,3.6,BR,1693256093
382,novyy urgal,51.0736,132.5642,9.62,92,72,0.8,RU,1693256093
383,al hazm,16.1641,44.7769,30.28,32,78,1.98,YE,1693256093
384,buyeo,36.2819,126.9125,24.9,88,100,3.42,KR,1693256094
385,"laikit, laikit ii (dimembe)",1.4792,124.9735,26.47,61,20,7.2,ID,1693256094
386,harper,4.375,-7.7169,24.69,85,99,3.11,LR,1693256094
387,sur,22.5667,59.5289,29.98,63,32,3.55,OM,1693256025
388,kapuskasing,49.4169,-82.4331,21.05,56,100,5.14,CA,1693256094
389,andreapol',56.6513,32.2664,17.14,96,100,2.82,RU,1693256094
390,oamaru,-45.0784,170.9801,7.99,71,84,2.49,NZ,1693256094
391,torit,4.4133,32.5678,24.94,53,88,2.07,SS,1693256094
392,iwanai,42.9744,140.5089,19.03,93,95,1.45,JP,1693256095
393,sechura,-5.5569,-80.8222,26.67,56,12,7.78,PE,1693256095
394,ponot,8.452,123.0222,25.43,87,97,3.16,PH,1693256095
395,yaren,-0.5472,166.916,28.42,74,41,3.16,NR,1693256095
396,timbiqui,2.7717,-77.6654,28.04,79,72,3.34,CO,1693256095
397,katsuren-haebaru,26.3369,127.8719,28.43,86,20,2.57,JP,1693256095
398,riberalta,-10.9833,-66.1,33.11,49,20,2.06,BO,1693256095
399,swakopmund,-22.6833,14.5333,26.47,45,58,2.81,NA,1693256096
400,santa elena de uairen,4.6167,-61.1333,26.33,59,35,1.43,VE,1693256096
401,novyy rogachik,48.6768,44.0608,14.5,51,3,3.88,RU,1693256096
402,pontian kechil,1.4866,103.3896,25.56,94,17,2.07,MY,1693256096
403,nuku'alofa,-21.1333,-175.2,26.19,65,75,3.6,TO,1693256096
404,ostuni,40.7276,17.5764,26.54,65,100,3.83,IT,1693256096
405,koungou,-12.7336,45.2042,24.84,78,20,3.09,YT,1693256097
406,tangalle,6.024,80.7911,26.11,84,100,4.76,LK,1693256097
407,belinskiy,52.9647,43.4165,8.59,68,2,3.24,RU,1693256097
408,tamboril,19.4854,-70.611,32.43,66,75,4.12,DO,1693256097
409,jiamusi,46.8333,130.35,14.63,89,100,2.47,CN,1693256097
410,damghan,36.1683,54.348,24.2,29,0,2.17,IR,1693256097
411,fernley,39.608,-119.2518,35.61,8,0,3.13,US,1693255802
412,bossangoa,6.4926,17.4552,22.44,94,89,0.92,CF,1693256097
413,natal,-5.795,-35.2094,28.36,78,0,5.14,BR,1693255895
414,tromso,69.6496,18.957,15.21,67,0,0.0,NO,1693256098
415,mozarlandia,-14.7447,-50.5706,33.31,35,67,2.4,BR,1693256098
416,tantou,26.0314,119.5986,26.87,89,0,0.0,CN,1693256098
417,colares,38.7992,-9.4469,19.94,75,20,15.65,PT,1693256098
418,smithers,54.7804,-127.1743,26.18,31,40,2.57,CA,1693256098
419,pisco,-13.7,-76.2167,22.03,64,0,9.26,PE,1693256098
420,cestos city,5.46,-9.5828,25.42,83,100,4.2,LR,1693256099
421,portage la prairie,49.9728,-98.2926,24.05,57,20,2.57,CA,1693256039
422,saint-christol-les-ales,44.0833,4.0833,18.73,58,8,4.23,FR,1693256099
423,yuzhno-kurilsk,44.0306,145.8556,16.4,92,97,6.64,RU,1693256099
424,puerto baquerizo moreno,-0.9,-89.6,28.55,61,40,5.14,EC,1693256099
425,suntar,62.1444,117.6319,12.61,72,0,1.41,RU,1693256099
426,mao,39.8885,4.2658,24.31,60,20,3.09,ES,1693256099
427,khadzhalmakhi,42.42,47.1821,17.0,90,6,1.86,RU,1693256099
428,al jawf,29.5,38.75,26.35,26,0,4.08,SA,1693256100
429,muzaffargarh,30.0754,71.1921,31.01,36,0,4.45,PK,1693256100
430,sabang,5.8933,95.3214,28.2,76,24,8.93,ID,1693256100
431,young,-32.6833,-57.6333,12.86,34,100,3.8,UY,1693256100
432,bolivar,37.6145,-93.4105,30.88,55,67,3.78,US,1693256100
433,bokoro,12.3807,17.0568,26.96,72,100,4.23,TD,1693256100
434,northam,51.0333,-4.2167,15.9,85,100,3.18,GB,1693256101
435,port alfred,-33.5906,26.891,15.66,91,22,0.45,ZA,1693256101
436,tokar,18.4254,37.729,30.93,44,16,9.42,SD,1693256101
437,punta gorda,26.9298,-82.0454,31.11,80,40,2.57,US,1693256073
438,uaua,-9.8414,-39.4817,32.25,26,18,2.76,BR,1693256101
439,vostochnyy,55.8167,37.8667,13.15,61,100,2.82,RU,1693256101
440,salalah,17.0151,54.0924,27.05,83,75,2.06,OM,1693256102
441,karasuk,53.7377,78.0403,14.08,89,100,5.55,RU,1693256102
442,chardara,41.2547,67.9692,19.25,34,11,3.36,KZ,1693256102
443,pass christian,30.3158,-89.2475,35.0,65,0,8.23,US,1693256102
444,dompu,-8.5356,118.4622,20.72,96,88,1.15,ID,1693256103
445,george town,5.4112,100.3354,26.96,95,20,1.03,MY,1693255921
446,tshikapa,-6.4167,20.8,25.77,43,91,0.71,CD,1693256103
447,zimovniki,47.1483,42.4633,21.51,62,39,5.33,RU,1693256103
448,sinabang,2.4803,96.3801,26.01,84,90,1.19,ID,1693256104
449,kutum,14.2,24.6667,24.41,59,15,2.98,SD,1693256104
450,tra vinh,9.9347,106.3453,25.65,90,96,3.39,VN,1693256104
451,colesberg,-30.72,25.0972,12.98,25,0,1.82,ZA,1693256104
452,fort bragg,35.139,-79.006,32.17,63,100,3.09,US,1693256105
453,kathu,7.9178,98.3332,27.9,81,89,8.01,TH,1693256105
454,hobyo,5.3505,48.5268,25.3,84,14,12.2,SO,1693256105
455,kourou,5.1552,-52.6478,31.03,75,7,4.46,GF,1693256105
456,planaltina,-15.4528,-47.6142,25.48,51,80,0.78,BR,1693256105
457,nizhneangarsk,55.7833,109.55,13.8,68,91,2.15,RU,1693256106
458,callao,-12.0667,-77.15,22.16,64,40,7.2,PE,1693256106
459,dryden,49.7833,-92.7503,22.16,53,75,3.09,CA,1693256106
460,conduaga,8.862,117.4893,26.58,88,79,3.92,PH,1693256106
461,muisne,0.6,-80.0333,25.83,78,89,4.04,EC,1693256106
462,sete lagoas,-19.4658,-44.2467,20.6,75,58,4.37,BR,1693255882
463,xianju,28.85,120.7333,26.38,99,99,0.94,CN,1693256107
464,coquimbo,-29.9533,-71.3436,16.85,77,0,6.69,CL,1693255727
465,tobol,52.6844,62.5794,10.88,90,100,1.52,KZ,1693256107
466,liwale,-9.7667,37.9333,23.44,52,91,2.67,TZ,1693256108
467,grand falls-windsor,48.9332,-55.6649,19.72,70,20,6.13,CA,1693255923
468,toliara,-23.35,43.6667,19.05,62,0,9.29,MG,1693256108
469,jovellanos,22.8044,-81.1944,26.19,48,76,8.47,CU,1693256108
470,guane,22.2025,-84.0875,25.6,89,100,11.73,CU,1693256108
471,buala,-8.145,159.5921,26.75,82,100,4.78,SB,1693256108
472,yamethin,20.4333,96.15,24.12,92,99,2.42,MM,1693256109
473,bardai,11.65,7.2333,24.44,74,34,3.06,NG,1693256109
474,puerto colombia,10.9878,-74.9547,34.05,72,85,3.41,CO,1693256109
475,sovetskaya gavan',48.9723,140.2878,13.18,76,40,1.76,RU,1693256110
476,fort st. john,56.2499,-120.8529,24.94,41,0,4.12,CA,1693255846
477,port saint john's,-31.6229,29.5448,16.63,79,0,5.84,ZA,1693256110
478,naliya,23.2667,68.8333,26.45,74,100,7.85,IN,1693256110
479,balanga,14.7167,120.45,22.05,87,100,3.33,PH,1693256111
480,borogontsy,62.6683,131.1683,13.9,80,6,1.3,RU,1693256111
481,el dorado,38.7666,-120.5177,34.12,24,0,0.45,US,1693256111
482,ijui,-28.3878,-53.9147,13.73,78,0,3.79,BR,1693256111
483,staritsa,56.5075,34.9354,15.02,72,100,3.32,RU,1693256112
484,nar'yan-mar,67.6713,53.087,7.72,84,95,1.14,RU,1693256112
485,bin yauri,10.7823,4.8114,24.59,83,34,1.92,NG,1693256112
486,nabire,-3.3667,135.4833,24.03,90,99,1.86,ID,1693256113
487,akhtyrskiy,44.8546,38.3031,21.91,63,18,1.17,RU,1693256113
488,garrucha,37.1874,-1.8349,26.69,44,1,2.2,ES,1693256113
489,kununurra,-15.7667,128.7333,17.99,55,65,1.03,AU,1693256114
490,urucui,-7.2294,-44.5561,33.79,26,15,2.11,BR,1693256114
491,kolondieba,11.0882,-6.8926,25.03,81,97,1.36,ML,1693256114
492,sampit,-2.5333,112.95,22.32,91,31,1.04,ID,1693256114
493,sawakin,19.1059,37.3321,34.5,31,60,2.38,SD,1693256115
494,motygino,58.1831,94.7592,14.92,91,85,2.07,RU,1693256115
495,altamont,42.2068,-121.7372,29.11,31,0,2.57,US,1693256115
496,selfoss,63.9331,-20.9971,12.25,85,6,3.59,IS,1693256116
497,dabhol,17.6,73.1667,23.95,86,32,0.84,IN,1693256116
498,senanga,-16.1167,23.2667,19.95,47,0,4.58,ZM,1693256116
499,ghat,24.9647,10.1728,31.36,32,73,4.48,LY,1693256116
500,mecca,21.4267,39.8261,34.01,34,100,3.0,SA,1693255901
501,svetlogorsk,52.6333,29.7333,19.96,81,10,3.07,BY,1693256117
502,rapar,23.5667,70.6333,27.47,64,98,8.19,IN,1693256117
503,egilsstadir,65.2653,-14.3948,8.95,87,100,5.66,IS,1693256118
504,posto fiscal rolim de moura,-13.0833,-62.2667,32.99,42,83,2.1,BR,1693256118
505,ibanda,-2.7974,32.4746,22.73,31,2,4.4,TZ,1693256118
506,novooleksiyivka,46.2269,34.6428,26.75,44,0,2.71,UA,1693256118
507,usinsk,65.9939,57.5281,6.02,89,30,2.62,RU,1693256119
508,gordon,34.5004,-84.8666,30.03,47,76,2.16,US,1693256119
509,tutoia,-2.7619,-42.2744,26.44,80,0,5.31,BR,1693256119
510,zaozersk,69.4005,32.4476,8.39,88,99,1.47,RU,1693256119
511,dolbeau-mistassini,48.8763,-72.212,24.36,58,100,2.48,CA,1693256119
512,camacupa,-12.0167,17.4833,19.6,20,26,1.73,AO,1693256120
513,afgooye,2.1381,45.1212,24.16,88,60,7.81,SO,1693256120
514,saudarkrokur,65.7461,-19.6394,7.72,97,62,2.81,IS,1693256120
515,kirillov,59.863,38.3813,7.6,80,99,2.18,RU,1693256120
516,shimanovsk,52.0,127.7,12.97,93,16,0.69,RU,1693256121
517,linxia chengguanzhen,35.6003,103.2064,12.54,64,3,1.46,CN,1693256121
518,kasimov,54.9411,41.3953,8.18,74,4,2.22,RU,1693256121
519,torghay,49.6339,63.4981,15.26,74,100,10.04,KZ,1693256121
520,mahina,-17.5065,-149.489,28.87,74,75,3.09,PF,1693256121
521,cockburn town,21.4612,-71.1419,29.5,69,40,1.22,TC,1693256122
522,guariba,-21.36,-48.2283,21.83,50,28,3.59,BR,1693256122
523,buulobarde,3.8538,45.5674,24.73,76,89,9.34,SO,1693256122
524,sao jose da coroa grande,-8.8978,-35.1478,24.97,86,9,3.2,BR,1693256122
525,mount gambier,-37.8333,140.7667,10.16,73,100,1.95,AU,1693255954
526,conception bay south,47.4999,-52.9981,20.41,77,2,7.07,CA,1693256122
527,porto novo,6.4965,2.6036,24.9,91,42,2.17,BJ,1693256108
528,ialibu,-6.2821,143.9935,13.38,96,100,0.15,PG,1693256123
529,obo,5.3998,26.4869,22.39,85,32,0.95,CF,1693256123
530,kuta,-8.7233,115.1723,25.0,88,20,3.6,ID,1693256123
531,rasskazovo,52.6714,41.9033,10.72,61,3,2.74,RU,1693256124
532,cidreira,-30.1811,-50.2056,12.48,80,0,3.1,BR,1693256124
533,danilovka,50.3557,44.1168,11.77,52,3,3.06,RU,1693256124
534,saint-pierre,-21.3393,55.4781,21.82,68,100,1.03,RE,1693256124
535,colonia,50.9333,6.95,17.14,83,0,1.03,DE,1693255801
536,motueka,-41.1333,173.0167,5.61,63,9,1.6,NZ,1693256125
537,altamira,-3.2033,-52.2064,35.05,43,20,2.57,BR,1693256040
538,tomohon,1.3346,124.8392,23.52,90,91,2.58,ID,1693256125
539,markovo,57.3206,107.0881,14.34,89,46,0.56,RU,1693256125
540,siwa oasis,29.2041,25.5195,32.6,23,0,2.5,EG,1693256125
541,guararapes,-21.2608,-50.6428,24.27,42,12,2.95,BR,1693256125
542,minot air force base,48.4209,-101.3391,28.1,41,40,6.17,US,1693256126
543,jayrud,33.8074,36.7404,22.7,58,0,1.32,SY,1693256126
544,turpan,42.9333,89.1667,31.58,23,100,2.85,CN,1693256126
545,san andres,12.5847,-81.7006,32.01,70,20,1.03,CO,1693255376
546,jam sahib,26.2958,68.6292,27.25,71,0,11.01,PK,1693256127
547,amet,25.3,73.9333,22.06,79,4,3.12,IN,1693256127
548,ust-kamenogorsk,49.9789,82.6103,17.96,88,75,3.13,KZ,1693256127
549,myrina,39.8797,25.0742,23.58,60,0,2.57,GR,1693256127
550,gazojak,41.1875,61.4036,22.6,23,0,3.64,TM,1693255978
551,peniche,39.3558,-9.3811,19.6,86,52,10.62,PT,1693256128
552,malango,-2.9627,119.9001,16.87,97,62,0.94,ID,1693256128
553,sangju,36.4153,128.1606,24.77,96,100,1.66,KR,1693256128
554,westport,41.1415,-73.3579,24.56,77,0,4.63,US,1693256129
555,sinazongwe,-17.2614,27.4618,21.39,64,13,4.38,ZM,1693256129
556,shenjiamen,29.9576,122.298,25.45,91,99,5.62,CN,1693256129
557,lorengau,-2.0226,147.2712,27.01,85,48,4.53,PG,1693256129
558,narrabri,-30.3167,149.7833,10.29,92,67,0.45,AU,1693256129
559,souillac,-20.5167,57.5167,21.21,88,40,0.0,MU,1693256130
560,patigi,8.7333,5.75,24.58,87,8,1.11,NG,1693256130
561,nova xavantina,-14.6667,-52.35,32.03,39,96,1.54,BR,1693255983
562,chibougamau,49.9168,-74.3659,20.79,40,20,7.2,CA,1693256130
563,vilhena,-12.7406,-60.1458,31.12,48,40,2.06,BR,1693256131
564,chimoio,-19.1164,33.4833,13.92,100,75,1.55,MZ,1693256131
565,barra do bugres,-15.0725,-57.1811,34.4,31,78,0.6,BR,1693256131
566,kainan,34.15,135.2,28.02,89,43,2.71,JP,1693256131
567,quixeramobim,-5.1992,-39.2928,29.83,36,0,1.83,BR,1693256132
568,jieshi,22.8134,115.8257,27.61,83,100,0.94,CN,1693256132
